timestamp(ms),Moisture,
"1717686284.214","507",
"1717686284.314","507",
"1717686284.414","507",
"1717686284.515","507",
"1717686284.614","507",
"1717686284.714","507",
"1717686284.814","508",
"1717686284.914","508",
"1717686285.014","507",
"1717686285.114","507",
"1717686285.214","507",
"1717686285.315","509",
"1717686285.414","507",
"1717686285.515","504",
"1717686285.614","507",
"1717686285.714","506",
"1717686285.814","509",
"1717686285.915","506",
"1717686286.014","508",
"1717686286.114","507",
"1717686286.214","510",
"1717686286.315","507",
"1717686286.414","510",
"1717686286.514","507",
"1717686286.614","507",
"1717686286.714","506",
"1717686286.814","507",
"1717686286.914","506",
"1717686287.014","507",
"1717686287.114","507",
"1717686287.215","507",
"1717686287.314","507",
"1717686287.414","507",
"1717686287.514","506",
"1717686287.614","505",
"1717686287.714","506",
"1717686287.814","506",
"1717686287.914","507",
"1717686288.014","507",
"1717686288.115","508",
"1717686288.215","507",
"1717686288.314","507",
"1717686288.414","512",
"1717686288.514","508",
"1717686288.615","507",
"1717686288.714","510",
"1717686288.814","507",
"1717686288.914","507",
"1717686289.014","507",
"1717686289.114","507",
"1717686289.215","507",
"1717686289.314","508",
"1717686289.415","508",
"1717686289.514","508",
"1717686289.615","507",
"1717686289.714","507",
"1717686289.814","506",
"1717686289.914","508",
"1717686290.014","508",
"1717686290.114","507",
"1717686290.214","509",
"1717686290.314","508",
"1717686290.414","507",
"1717686290.514","508",
"1717686290.614","508",
"1717686290.715","505",
"1717686290.814","507",
"1717686290.914","508",
"1717686291.014","507",
"1717686291.114","507",
"1717686291.214","507",
"1717686291.315","508",
"1717686291.414","506",
"1717686291.515","508",
"1717686291.614","503",
"1717686291.714","508",
"1717686291.814","507",
"1717686291.915","508",
"1717686292.014","507",
"1717686292.114","508",
"1717686292.214","506",
"1717686292.315","508",
"1717686292.414","508",
"1717686292.515","507",
"1717686292.615","508",
"1717686292.715","507",
"1717686292.814","508",
"1717686292.914","509",
"1717686293.014","508",
"1717686293.114","508",
"1717686293.214","508",
"1717686293.314","511",
"1717686293.414","509",
"1717686293.514","508",
"1717686293.614","509",
"1717686293.714","504",
"1717686293.814","508",
"1717686293.914","506",
"1717686294.014","508",
"1717686294.114","507",
"1717686294.214","508",
"1717686294.314","508",
"1717686294.414","508",
"1717686294.514","509",
"1717686294.614","507",
"1717686294.714","508",
"1717686294.815","508",
"1717686294.914","508",
"1717686295.015","508",
"1717686295.114","508",
"1717686295.215","507",
"1717686295.314","508",
"1717686295.414","508",
"1717686295.515","507",
"1717686295.615","502",
"1717686295.714","508",
"1717686295.814","508",
"1717686295.914","508",
"1717686296.014","508",
"1717686296.115","508",
"1717686296.214","508",
"1717686296.314","508",
"1717686296.414","508",
"1717686296.514","508",
"1717686296.614","508",
"1717686296.714","508",
"1717686296.814","508",
"1717686296.914","508",
"1717686297.014","506",
"1717686297.115","508",
"1717686297.214","507",
"1717686297.314","508",
"1717686297.414","509",
"1717686297.514","508",
"1717686297.614","506",
"1717686297.715","508",
"1717686297.814","508",
"1717686297.915","510",
"1717686298.014","508",
"1717686298.115","508",
"1717686298.214","508",
"1717686298.315","508",
"1717686298.414","507",
"1717686298.515","508",
"1717686298.615","508",
"1717686298.715","508",
"1717686298.814","508",
"1717686298.915","509",
"1717686299.014","506",
"1717686299.114","508",
"1717686299.214","506",
"1717686299.315","508",
"1717686299.414","507",
"1717686299.515","509",
"1717686299.615","508",
"1717686299.714","508",
"1717686299.814","509",
"1717686299.914","509",
"1717686300.015","509",
"1717686300.114","509",
"1717686300.215","508",
"1717686300.314","508",
"1717686300.414","509",
"1717686300.514","508",
"1717686300.614","508",
"1717686300.714","508",
"1717686300.814","508",
"1717686300.914","508",
"1717686301.015","508",
"1717686301.114","508",
"1717686301.215","509",
"1717686301.314","509",
"1717686301.415","508",
"1717686301.514","508",
"1717686301.615","508",
"1717686301.714","508",
"1717686301.815","509",
"1717686301.914","508",
"1717686302.015","508",
"1717686302.114","508",
"1717686302.215","508",
"1717686302.314","508",
"1717686302.415","508",
"1717686302.514","508",
"1717686302.615","508",
"1717686302.715","508",
"1717686302.815","509",
"1717686302.914","512",
"1717686303.014","508",
"1717686303.114","509",
"1717686303.215","507",
"1717686303.314","508",
"1717686303.414","509",
"1717686303.514","508",
"1717686303.614","508",
"1717686303.715","507",
"1717686303.814","509",
"1717686303.914","509",
"1717686304.014","509",
"1717686304.115","510",
"1717686304.214","509",
"1717686304.315","509",
"1717686304.414","508",
"1717686304.514","508",
"1717686304.614","509",
"1717686304.715","508",
"1717686304.814","509",
"1717686304.914","508",
"1717686305.014","513",
"1717686305.114","509",
"1717686305.214","507",
"1717686305.315","509",
"1717686305.414","508",
"1717686305.515","509",
"1717686305.614","509",
"1717686305.715","512",
"1717686305.815","509",
"1717686305.915","509",
"1717686306.015","509",
"1717686306.115","510",
"1717686306.214","509",
"1717686306.314","509",
"1717686306.414","509",
"1717686306.515","512",
"1717686306.615","510",
"1717686306.714","508",
"1717686306.814","510",
"1717686306.914","512",
"1717686307.014","509",
"1717686307.114","510",
"1717686307.215","510",
"1717686307.314","510",
"1717686307.415","510",
"1717686307.514","510",
"1717686307.615","510",
"1717686307.714","511",
"1717686307.815","510",
"1717686307.914","509",
"1717686308.014","511",
"1717686308.111","510",
"1717686308.212","509",
"1717686308.312","509",
"1717686308.412","510",
"1717686308.511","510",
"1717686308.612","510",
"1717686308.711","511",
"1717686308.812","507",
"1717686308.912","512",
"1717686309.012","510",
"1717686309.112","509",
"1717686309.212","510",
"1717686309.312","513",
"1717686309.412","510",
"1717686309.512","510",
"1717686309.612","509",
"1717686309.712","510",
"1717686309.812","508",
"1717686309.912","510",
"1717686310.012","510",
"1717686310.112","509",
"1717686310.212","510",
"1717686310.312","508",
"1717686310.412","510",
"1717686310.512","509",
"1717686310.612","510",
"1717686310.712","510",
"1717686310.812","510",
"1717686310.912","510",
"1717686311.012","510",
"1717686311.112","510",
"1717686311.212","509",
"1717686311.312","510",
"1717686311.412","511",
"1717686311.512","510",
"1717686311.612","510",
"1717686311.712","510",
"1717686311.812","510",
"1717686311.912","510",
"1717686312.012","510",
"1717686312.112","511",
"1717686312.212","510",
"1717686312.312","509",
"1717686312.412","511",
"1717686312.513","510",
"1717686312.612","510",
"1717686312.713","510",
"1717686312.812","510",
"1717686312.912","510",
"1717686313.012","510",
"1717686313.112","510",
"1717686313.212","510",
"1717686313.312","510",
"1717686313.412","511",
"1717686313.512","510",
"1717686313.612","510",
"1717686313.712","510",
"1717686313.812","510",
"1717686313.912","510",
"1717686314.012","510",
"1717686314.112","510",
"1717686314.212","510",
"1717686314.312","511",
"1717686314.412","513",
"1717686314.512","511",
"1717686314.612","508",
"1717686314.712","511",
"1717686314.812","511",
"1717686314.912","510",
"1717686315.012","510",
"1717686315.112","510",
"1717686315.212","511",
"1717686315.312","511",
"1717686315.412","510",
"1717686315.512","510",
"1717686315.612","510",
"1717686315.712","510",
"1717686315.812","510",
"1717686315.912","510",
"1717686316.012","510",
"1717686316.112","510",
"1717686316.211","510",
"1717686316.312","511",
"1717686316.412","510",
"1717686316.512","511",
"1717686316.612","511",
"1717686316.712","511",
"1717686316.812","511",
"1717686316.912","510",
"1717686317.012","514",
"1717686317.112","511",
"1717686317.212","512",
"1717686317.312","514",
"1717686317.412","511",
"1717686317.512","510",
"1717686317.612","510",
"1717686317.712","511",
"1717686317.812","510",
"1717686317.912","510",
"1717686318.012","511",
"1717686318.112","510",
"1717686318.212","511",
"1717686318.312","510",
"1717686318.412","511",
"1717686318.513","511",
"1717686318.612","512",
"1717686318.712","512",
"1717686318.812","512",
"1717686318.912","514",
"1717686319.012","510",
"1717686319.112","511",
"1717686319.212","509",
"1717686319.312","510",
"1717686319.412","511",
"1717686319.512","512",
"1717686319.612","510",
"1717686319.712","511",
"1717686319.812","510",
"1717686319.912","511",
"1717686320.012","512",
"1717686320.112","511",
"1717686320.212","512",
"1717686320.312","511",
"1717686320.412","514",
"1717686320.512","510",
"1717686320.612","510",
"1717686320.712","511",
"1717686320.812","511",
"1717686320.912","512",
"1717686321.012","512",
"1717686321.112","512",
"1717686321.212","512",
"1717686321.312","510",
"1717686321.412","512",
"1717686321.512","511",
"1717686321.612","511",
"1717686321.712","511",
"1717686321.812","511",
"1717686321.912","511",
"1717686322.012","511",
"1717686322.112","511",
"1717686322.212","511",
"1717686322.312","512",
"1717686322.412","512",
"1717686322.512","512",
"1717686322.612","511",
"1717686322.712","510",
"1717686322.812","512",
"1717686322.912","511",
"1717686323.012","511",
"1717686323.112","512",
"1717686323.222","510",
"1717686323.312","512",
"1717686323.412","511",
"1717686323.512","511",
"1717686323.612","511",
"1717686323.712","510",
"1717686323.811","511",
"1717686323.912","510",
"1717686324.012","511",
"1717686324.112","514",
"1717686324.212","515",
"1717686324.312","516",
"1717686324.412","512",
"1717686324.512","514",
"1717686324.612","512",
"1717686324.712","511",
"1717686324.812","508",
"1717686324.912","511",
"1717686325.012","511",
"1717686325.112","511",
"1717686325.212","512",
"1717686325.312","511",
"1717686325.412","512",
"1717686325.512","511",
"1717686325.612","511",
"1717686325.712","511",
"1717686325.812","513",
"1717686325.912","510",
"1717686326.012","512",
"1717686326.112","512",
"1717686326.212","512",
"1717686326.312","512",
"1717686326.412","512",
"1717686326.512","512",
"1717686326.612","511",
"1717686326.712","512",
"1717686326.812","512",
"1717686326.912","512",
"1717686327.012","512",
"1717686327.112","512",
"1717686327.212","510",
"1717686327.312","511",
"1717686327.412","512",
"1717686327.512","512",
"1717686327.612","512",
"1717686327.712","511",
"1717686327.812","512",
"1717686327.912","516",
"1717686328.011","512",
"1717686328.112","512",
"1717686328.212","512",
"1717686328.312","512",
"1717686328.412","512",
"1717686328.512","509",
"1717686328.612","512",
"1717686328.712","512",
"1717686328.812","512",
"1717686328.912","512",
"1717686329.012","512",
"1717686329.112","512",
"1717686329.212","512",
"1717686329.312","512",
"1717686329.412","512",
"1717686329.512","515",
"1717686329.612","510",
"1717686329.712","514",
"1717686329.812","515",
"1717686329.912","512",
"1717686330.012","513",
"1717686330.112","512",
"1717686330.212","510",
"1717686330.312","512",
"1717686330.412","512",
"1717686330.512","511",
"1717686330.612","512",
"1717686330.712","512",
"1717686330.812","512",
"1717686330.912","510",
"1717686331.012","512",
"1717686331.112","512",
"1717686331.212","512",
"1717686331.312","512",
"1717686331.412","512",
"1717686331.512","512",
"1717686331.612","512",
"1717686331.712","511",
"1717686331.812","512",
"1717686331.912","512",
"1717686332.012","508",
"1717686332.112","512",
"1717686332.212","512",
"1717686332.312","512",
"1717686332.412","512",
"1717686332.512","512",
"1717686332.612","513",
"1717686332.712","511",
"1717686332.812","512",
"1717686332.912","512",
"1717686333.012","512",
"1717686333.112","512",
"1717686333.212","512",
"1717686333.312","512",
"1717686333.412","509",
"1717686333.512","512",
"1717686333.612","512",
"1717686333.712","511",
"1717686333.812","512",
"1717686333.912","512",
"1717686334.012","515",
"1717686334.112","512",
"1717686334.212","512",
"1717686334.312","512",
"1717686334.412","513",
"1717686334.512","513",
"1717686334.612","510",
"1717686334.712","512",
"1717686334.812","513",
"1717686334.912","512",
"1717686335.012","512",
"1717686335.112","512",
"1717686335.212","516",
"1717686335.312","512",
"1717686335.412","512",
"1717686335.512","512",
"1717686335.613","510",
"1717686335.712","512",
"1717686335.813","512",
"1717686335.912","512",
"1717686336.012","512",
"1717686336.112","512",
"1717686336.212","512",
"1717686336.312","513",
"1717686336.412","512",
"1717686336.512","512",
"1717686336.612","512",
"1717686336.712","512",
"1717686336.812","512",
"1717686336.912","511",
"1717686337.012","512",
"1717686337.112","514",
"1717686337.212","512",
"1717686337.312","512",
"1717686337.412","513",
"1717686337.512","511",
"1717686337.612","512",
"1717686337.712","515",
"1717686337.812","512",
"1717686337.913","513",
"1717686338.012","512",
"1717686338.112","513",
"1717686338.212","513",
"1717686338.312","512",
"1717686338.412","513",
"1717686338.512","512",
"1717686338.612","512",
"1717686338.713","513",
"1717686338.812","512",
"1717686338.913","510",
"1717686339.012","512",
"1717686339.112","516",
"1717686339.212","513",
"1717686339.312","512",
"1717686339.412","512",
"1717686339.512","512",
"1717686339.612","513",
"1717686339.712","515",
"1717686339.812","512",
"1717686339.912","513",
"1717686340.012","513",
"1717686340.112","513",
"1717686340.212","513",
"1717686340.312","516",
"1717686340.412","513",
"1717686340.512","513",
"1717686340.612","513",
"1717686340.712","512",
"1717686340.812","512",
"1717686340.912","515",
"1717686341.012","512",
"1717686341.112","513",
"1717686341.213","512",
"1717686341.312","513",
"1717686341.412","511",
"1717686341.512","512",
"1717686341.612","513",
"1717686341.712","512",
"1717686341.812","513",
"1717686341.912","513",
"1717686342.013","513",
"1717686342.112","513",
"1717686342.212","513",
"1717686342.312","513",
"1717686342.413","513",
"1717686342.512","512",
"1717686342.612","513",
"1717686342.712","511",
"1717686342.812","513",
"1717686342.912","512",
"1717686343.012","512",
"1717686343.112","513",
"1717686343.212","515",
"1717686343.312","513",
"1717686343.412","512",
"1717686343.512","513",
"1717686343.612","512",
"1717686343.712","512",
"1717686343.813","513",
"1717686343.912","513",
"1717686344.012","514",
"1717686344.112","513",
"1717686344.212","513",
"1717686344.312","512",
"1717686344.412","513",
"1717686344.513","517",
"1717686344.612","513",
"1717686344.712","512",
"1717686344.812","513",
"1717686344.912","512",
"1717686345.012","513",
"1717686345.112","513",
"1717686345.212","516",
"1717686345.312","511",
"1717686345.412","513",
"1717686345.513","513",
"1717686345.612","512",
"1717686345.713","513",
"1717686345.812","513",
"1717686345.912","514",
"1717686346.012","514",
"1717686346.112","513",
"1717686346.212","512",
"1717686346.312","511",
"1717686346.412","513",
"1717686346.512","513",
"1717686346.612","513",
"1717686346.713","513",
"1717686346.812","513",
"1717686346.913","512",
"1717686347.013","513",
"1717686347.112","513",
"1717686347.213","512",
"1717686347.312","513",
"1717686347.412","507",
"1717686347.512","514",
"1717686347.613","513",
"1717686347.712","513",
"1717686347.813","513",
"1717686347.912","513",
"1717686348.012","513",
"1717686348.112","507",
"1717686348.212","513",
"1717686348.312","516",
"1717686348.413","513",
"1717686348.512","513",
"1717686348.612","512",
"1717686348.712","512",
"1717686348.813","513",
"1717686348.912","513",
"1717686349.013","513",
"1717686349.112","511",
"1717686349.212","511",
"1717686349.313","510",
"1717686349.412","512",
"1717686349.512","512",
"1717686349.612","512",
"1717686349.712","513",
"1717686349.812","514",
"1717686349.912","514",
"1717686350.012","512",
"1717686350.112","513",
"1717686350.212","513",
"1717686350.312","513",
"1717686350.412","513",
"1717686350.513","514",
"1717686350.612","512",
"1717686350.712","514",
"1717686350.812","513",
"1717686350.912","513",
"1717686351.012","514",
"1717686351.112","513",
"1717686351.212","512",
"1717686351.313","516",
"1717686351.412","513",
"1717686351.513","513",
"1717686351.612","508",
"1717686351.713","514",
"1717686351.812","513",
"1717686351.912","514",
"1717686352.012","513",
"1717686352.113","513",
"1717686352.212","514",
"1717686352.312","514",
"1717686352.412","513",
"1717686352.512","513",
"1717686352.612","512",
"1717686352.712","513",
"1717686352.812","513",
"1717686352.913","513",
"1717686353.012","512",
"1717686353.112","513",
"1717686353.212","514",
"1717686353.312","513",
"1717686353.412","514",
"1717686353.512","513",
"1717686353.612","514",
"1717686353.712","517",
"1717686353.812","512",
"1717686353.912","513",
"1717686354.012","513",
"1717686354.113","513",
"1717686354.212","514",
"1717686354.312","513",
"1717686354.413","514",
"1717686354.512","513",
"1717686354.612","513",
"1717686354.712","513",
"1717686354.812","513",
"1717686354.912","514",
"1717686355.013","511",
"1717686355.112","513",
"1717686355.213","513",
"1717686355.312","514",
"1717686355.413","514",
"1717686355.512","513",
"1717686355.612","512",
"1717686355.712","514",
"1717686355.812","512",
"1717686355.912","514",
"1717686356.012","513",
"1717686356.112","514",
"1717686356.212","515",
"1717686356.312","514",
"1717686356.412","513",
"1717686356.513","514",
"1717686356.612","513",
"1717686356.713","514",
"1717686356.812","514",
"1717686356.912","514",
"1717686357.012","514",
"1717686357.112","514",
"1717686357.212","512",
"1717686357.312","514",
"1717686357.412","513",
"1717686357.513","514",
"1717686357.612","513",
"1717686357.712","511",
"1717686357.812","513",
"1717686357.912","516",
"1717686358.012","512",
"1717686358.113","513",
"1717686358.212","514",
"1717686358.313","514",
"1717686358.412","514",
"1717686358.513","514",
"1717686358.612","514",
"1717686358.713","513",
"1717686358.812","512",
"1717686358.913","513",
"1717686359.012","514",
"1717686359.113","513",
"1717686359.212","513",
"1717686359.312","514",
"1717686359.413","514",
"1717686359.512","514",
"1717686359.612","514",
"1717686359.712","514",
"1717686359.812","514",
"1717686359.912","515",
"1717686360.012","514",
"1717686360.113","514",
"1717686360.213","514",
"1717686360.313","515",
"1717686360.412","514",
"1717686360.512","515",
"1717686360.612","514",
"1717686360.712","514",
"1717686360.813","514",
"1717686360.912","513",
"1717686361.012","514",
"1717686361.112","512",
"1717686361.213","514",
"1717686361.312","517",
"1717686361.413","518",
"1717686361.512","514",
"1717686361.612","514",
"1717686361.712","514",
"1717686361.813","513",
"1717686361.912","514",
"1717686362.013","514",
"1717686362.112","513",
"1717686362.213","514",
"1717686362.312","514",
"1717686362.412","514",
"1717686362.512","514",
"1717686362.612","513",
"1717686362.712","513",
"1717686362.812","513",
"1717686362.912","514",
"1717686363.012","514",
"1717686363.113","514",
"1717686363.213","513",
"1717686363.313","514",
"1717686363.412","514",
"1717686363.512","512",
"1717686363.613","516",
"1717686363.713","513",
"1717686363.812","514",
"1717686363.913","514",
"1717686364.013","513",
"1717686364.113","514",
"1717686364.212","514",
"1717686364.313","514",
"1717686364.412","512",
"1717686364.513","514",
"1717686364.612","514",
"1717686364.713","514",
"1717686364.812","514",
"1717686364.913","512",
"1717686365.012","514",
"1717686365.113","514",
"1717686365.212","514",
"1717686365.313","514",
"1717686365.412","515",
"1717686365.513","514",
"1717686365.612","515",
"1717686365.713","514",
"1717686365.813","514",
"1717686365.912","515",
"1717686366.012","514",
"1717686366.112","514",
"1717686366.212","513",
"1717686366.313","514",
"1717686366.413","514",
"1717686366.512","515",
"1717686366.613","514",
"1717686366.712","515",
"1717686366.812","515",
"1717686366.912","509",
"1717686367.012","518",
"1717686367.112","518",
"1717686367.213","515",
"1717686367.312","515",
"1717686367.413","515",
"1717686367.513","515",
"1717686367.613","510",
"1717686367.712","514",
"1717686367.813","512",
"1717686367.912","515",
"1717686368.013","514",
"1717686368.116","514",
"1717686368.217","514",
"1717686368.316","514",
"1717686368.416","514",
"1717686368.516","514",
"1717686368.617","514",
"1717686368.716","514",
"1717686368.817","516",
"1717686368.916","516",
"1717686369.016","518",
"1717686369.116","513",
"1717686369.218","514",
"1717686369.316","515",
"1717686369.416","512",
"1717686369.516","512",
"1717686369.616","514",
"1717686369.716","514",
"1717686369.817","513",
"1717686369.916","514",
"1717686370.016","515",
"1717686370.116","515",
"1717686370.217","515",
"1717686370.317","514",
"1717686370.416","515",
"1717686370.516","514",
"1717686370.616","515",
"1717686370.716","514",
"1717686370.816","514",
"1717686370.916","515",
"1717686371.016","516",
"1717686371.116","514",
"1717686371.216","514",
"1717686371.317","515",
"1717686371.416","518",
"1717686371.516","515",
"1717686371.616","514",
"1717686371.717","514",
"1717686371.816","514",
"1717686371.917","515",
"1717686372.016","512",
"1717686372.117","515",
"1717686372.216","515",
"1717686372.316","515",
"1717686372.416","520",
"1717686372.516","514",
"1717686372.616","513",
"1717686372.716","515",
"1717686372.816","515",
"1717686372.916","514",
"1717686373.016","516",
"1717686373.116","515",
"1717686373.217","515",
"1717686373.316","515",
"1717686373.416","514",
"1717686373.517","515",
"1717686373.616","514",
"1717686373.716","515",
"1717686373.817","515",
"1717686373.917","515",
"1717686374.016","515",
"1717686374.116","515",
"1717686374.216","515",
"1717686374.316","515",
"1717686374.417","515",
"1717686374.516","513",
"1717686374.616","514",
"1717686374.716","515",
"1717686374.816","515",
"1717686374.916","513",
"1717686375.016","514",
"1717686375.116","515",
"1717686375.217","516",
"1717686375.316","515",
"1717686375.417","514",
"1717686375.519","515",
"1717686375.616","513",
"1717686375.716","515",
"1717686375.816","514",
"1717686375.916","515",
"1717686376.017","519",
"1717686376.116","515",
"1717686376.217","515",
"1717686376.316","519",
"1717686376.416","516",
"1717686376.516","515",
"1717686376.616","515",
"1717686376.716","515",
"1717686376.816","515",
"1717686376.917","514",
"1717686377.017","515",
"1717686377.116","514",
"1717686377.216","515",
"1717686377.317","515",
"1717686377.416","516",
"1717686377.517","514",
"1717686377.616","515",
"1717686377.716","509",
"1717686377.816","518",
"1717686377.916","515",
"1717686378.016","515",
"1717686378.117","518",
"1717686378.216","515",
"1717686378.316","515",
"1717686378.416","516",
"1717686378.517","514",
"1717686378.616","515",
"1717686378.717","518",
"1717686378.816","514",
"1717686378.917","514",
"1717686379.016","515",
"1717686379.116","518",
"1717686379.216","515",
"1717686379.317","512",
"1717686379.416","515",
"1717686379.517","516",
"1717686379.616","515",
"1717686379.716","515",
"1717686379.817","515",
"1717686379.917","516",
"1717686380.017","515",
"1717686380.116","515",
"1717686380.217","515",
"1717686380.316","515",
"1717686380.417","516",
"1717686380.516","515",
"1717686380.617","516",
"1717686380.716","515",
"1717686380.817","515",
"1717686380.916","515",
"1717686381.017","514",
"1717686381.116","514",
"1717686381.217","516",
"1717686381.316","515",
"1717686381.417","515",
"1717686381.516","515",
"1717686381.616","515",
"1717686381.716","515",
"1717686381.816","514",
"1717686381.916","515",
"1717686382.016","516",
"1717686382.116","515",
"1717686382.216","515",
"1717686382.316","513",
"1717686382.417","515",
"1717686382.516","515",
"1717686382.616","516",
"1717686382.716","515",
"1717686382.817","515",
"1717686382.917","516",
"1717686383.016","515",
"1717686383.116","518",
"1717686383.217","515",
"1717686383.317","515",
"1717686383.416","515",
"1717686383.517","516",
"1717686383.616","515",
"1717686383.717","516",
"1717686383.817","515",
"1717686383.917","510",
"1717686384.016","515",
"1717686384.117","516",
"1717686384.216","512",
"1717686384.317","515",
"1717686384.416","515",
"1717686384.517","515",
"1717686384.617","516",
"1717686384.717","515",
"1717686384.817","516",
"1717686384.917","516",
"1717686385.016","515",
"1717686385.117","516",
"1717686385.216","515",
"1717686385.317","515",
"1717686385.417","515",
"1717686385.517","517",
"1717686385.617","516",
"1717686385.716","515",
"1717686385.817","516",
"1717686385.916","515",
"1717686386.016","516",
"1717686386.116","516",
"1717686386.216","515",
"1717686386.316","516",
"1717686386.416","510",
"1717686386.516","515",
"1717686386.616","514",
"1717686386.717","515",
"1717686386.817","515",
"1717686386.917","516",
"1717686387.017","518",
"1717686387.117","515",
"1717686387.217","515",
"1717686387.317","515",
"1717686387.417","515",
"1717686387.516","513",
"1717686387.617","515",
"1717686387.716","519",
"1717686387.817","515",
"1717686387.917","515",
"1717686388.017","516",
"1717686388.117","515",
"1717686388.217","515",
"1717686388.317","515",
"1717686388.417","516",
"1717686388.517","516",
"1717686388.617","516",
"1717686388.717","515",
"1717686388.817","516",
"1717686388.917","514",
"1717686389.016","515",
"1717686389.116","515",
"1717686389.217","515",
"1717686389.317","515",
"1717686389.417","518",
"1717686389.517","515",
"1717686389.616","516",
"1717686389.717","516",
"1717686389.817","515",
"1717686389.917","515",
"1717686390.017","516",
"1717686390.116","515",
"1717686390.217","516",
"1717686390.317","515",
"1717686390.417","515",
"1717686390.517","516",
"1717686390.616","513",
"1717686390.717","515",
"1717686390.817","514",
"1717686390.917","519",
"1717686391.016","515",
"1717686391.117","515",
"1717686391.217","515",
"1717686391.317","515",
"1717686391.417","516",
"1717686391.517","516",
"1717686391.617","515",
"1717686391.716","515",
"1717686391.817","515",
"1717686391.917","516",
"1717686392.017","516",
"1717686392.117","516",
"1717686392.217","516",
"1717686392.317","515",
"1717686392.417","516",
"1717686392.517","514",
"1717686392.617","515",
"1717686392.717","516",
"1717686392.816","516",
"1717686392.917","515",
"1717686393.017","516",
"1717686393.117","515",
"1717686393.217","516",
"1717686393.317","516",
"1717686393.417","516",
"1717686393.517","515",
"1717686393.617","515",
"1717686393.717","516",
"1717686393.817","516",
"1717686393.917","516",
"1717686394.017","518",
"1717686394.116","516",
"1717686394.216","516",
"1717686394.317","516",
"1717686394.417","516",
"1717686394.517","516",
"1717686394.617","516",
"1717686394.717","515",
"1717686394.817","517",
"1717686394.917","516",
"1717686395.017","519",
"1717686395.117","516",
"1717686395.217","516",
"1717686395.317","516",
"1717686395.417","515",
"1717686395.517","519",
"1717686395.617","516",
"1717686395.717","516",
"1717686395.817","516",
"1717686395.917","516",
"1717686396.017","520",
"1717686396.117","515",
"1717686396.217","516",
"1717686396.317","516",
"1717686396.416","516",
"1717686396.516","516",
"1717686396.616","520",
"1717686396.716","520",
"1717686396.817","517",
"1717686396.917","519",
"1717686397.017","516",
"1717686397.117","517",
"1717686397.217","516",
"1717686397.317","516",
"1717686397.417","516",
"1717686397.517","514",
"1717686397.617","516",
"1717686397.717","517",
"1717686397.817","516",
"1717686397.917","516",
"1717686398.017","515",
"1717686398.117","516",
"1717686398.217","516",
"1717686398.317","516",
"1717686398.417","517",
"1717686398.517","516",
"1717686398.617","515",
"1717686398.717","515",
"1717686398.817","516",
"1717686398.917","516",
"1717686399.017","518",
"1717686399.117","516",
"1717686399.217","516",
"1717686399.317","516",
"1717686399.417","516",
"1717686399.517","514",
"1717686399.617","517",
"1717686399.717","517",
"1717686399.817","514",
"1717686399.917","516",
"1717686400.017","516",
"1717686400.117","515",
"1717686400.217","517",
"1717686400.317","516",
"1717686400.417","517",
"1717686400.517","520",
"1717686400.617","516",
"1717686400.717","517",
"1717686400.817","516",
"1717686400.917","518",
"1717686401.017","516",
"1717686401.117","516",
"1717686401.217","516",
"1717686401.317","516",
"1717686401.417","516",
"1717686401.517","517",
"1717686401.617","516",
"1717686401.717","515",
"1717686401.817","517",
"1717686401.917","517",
"1717686402.017","516",
"1717686402.117","516",
"1717686402.217","517",
"1717686402.317","517",
"1717686402.417","517",
"1717686402.517","517",
"1717686402.616","517",
"1717686402.717","516",
"1717686402.817","517",
"1717686402.917","516",
"1717686403.017","517",
"1717686403.117","518",
"1717686403.217","517",
"1717686403.317","516",
"1717686403.417","517",
"1717686403.517","516",
"1717686403.617","519",
"1717686403.717","516",
"1717686403.817","516",
"1717686403.917","516",
"1717686404.017","517",
"1717686404.117","515",
"1717686404.217","517",
"1717686404.317","517",
"1717686404.417","516",
"1717686404.517","516",
"1717686404.617","516",
"1717686404.717","516",
"1717686404.817","517",
"1717686404.917","517",
"1717686405.017","517",
"1717686405.117","515",
"1717686405.216","517",
"1717686405.317","517",
"1717686405.417","516",
"1717686405.517","517",
"1717686405.617","516",
"1717686405.717","517",
"1717686405.817","516",
"1717686405.917","519",
"1717686406.017","516",
"1717686406.117","515",
"1717686406.217","517",
"1717686406.317","517",
"1717686406.416","520",
"1717686406.516","517",
"1717686406.617","517",
"1717686406.717","516",
"1717686406.817","517",
"1717686406.917","516",
"1717686407.017","517",
"1717686407.117","514",
"1717686407.217","516",
"1717686407.316","517",
"1717686407.417","517",
"1717686407.517","516",
"1717686407.617","516",
"1717686407.717","515",
"1717686407.817","516",
"1717686407.917","516",
"1717686408.017","516",
"1717686408.117","514",
"1717686408.217","516",
"1717686408.317","512",
"1717686408.417","516",
"1717686408.517","516",
"1717686408.617","516",
"1717686408.717","517",
"1717686408.817","517",
"1717686408.917","517",
"1717686409.017","518",
"1717686409.117","520",
"1717686409.217","516",
"1717686409.317","515",
"1717686409.417","516",
"1717686409.517","516",
"1717686409.617","516",
"1717686409.718","516",
"1717686409.817","517",
"1717686409.917","517",
"1717686410.017","517",
"1717686410.117","517",
"1717686410.217","517",
"1717686410.317","517",
"1717686410.417","517",
"1717686410.517","517",
"1717686410.617","517",
"1717686410.718","516",
"1717686410.817","517",
"1717686410.917","517",
"1717686411.017","517",
"1717686411.118","517",
"1717686411.217","516",
